x,y,topo,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,dep_top_1,dep_top_2,dep_top_3,dep_top_4,dep_top_5,dep_top_6,dep_top_7,dep_top_8,dep_top_9,dep_top_10,dep_top_11,dep_top_12,dep_bot_1,dep_bot_2,dep_bot_3,dep_bot_4,dep_bot_5,dep_bot_6,dep_bot_7,dep_bot_8,dep_bot_9,dep_bot_10,dep_bot_11,dep_bot_12
108928.4,453015,-5.2,55.75,65.9,75.61,78.67,74.46,65.29,53.97,42.69,32.72,24.58,18.28,13.52,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108928,453014.1,-5.18,57.57,66.77,76.34,79.74,75.82,66.71,55.25,43.72,33.47,25.08,18.58,13.63,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108927.5,453013.2,-5.19,60.31,69.89,78.5,80.72,75.99,66.49,54.91,43.4,33.21,24.88,18.45,13.87,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108927.1,453012.3,-5.18,61.15,70.12,78.93,81.47,76.93,67.44,55.77,44.09,33.73,25.23,18.65,13.85,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108926.7,453011.4,-5.17,61.38,69.54,78.97,82.15,77.97,68.56,56.78,44.93,34.37,25.67,18.91,13.83,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108926.2,453010.5,-5.23,64.52,75.88,83.2,83.09,76.54,66.07,54.18,42.71,32.69,24.5,18.11,14.12,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108925.7,453009.7,-5.19,63.87,74.17,83.92,85.95,80.47,70.12,57.76,45.59,34.86,26.05,19.14,14.08,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108925.2,453008.8,-5.19,66.86,76.78,86.13,88.28,82.82,72.27,59.58,47.03,35.96,26.87,19.7,13.93,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108924.6,453008,-5.18,70.89,80.46,89.13,90.86,85.1,74.21,61.17,48.31,36.98,27.69,20.35,14.42,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108923.9,453007.3,-5.2,74.08,84.67,93.13,94.21,87.74,76.25,62.75,49.57,38.03,28.61,21.21,15.75,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108923,453007,-5.2,77.42,88.02,96.71,97.86,91.14,79.19,65.18,51.52,39.61,29.93,22.37,16.92,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108922,453006.9,-5.16,78.27,87.91,99.42,103.5,98.27,86.27,71.3,56.4,43.34,32.77,24.64,17.99,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108921,453007.2,-5.17,81.65,94.12,106,109.2,102.5,89.27,73.42,57.98,44.63,33.96,25.91,19.86,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108920.2,453007.7,-5.19,86.29,101.1,113.7,115.9,107.6,92.9,76.05,59.98,46.27,35.46,27.56,22.71,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108919.4,453008.4,-5.19,90.32,104.1,118.5,121.8,113.4,97.89,80.07,63.13,48.75,37.53,29.55,25.18,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.7,453009,-5.25,94.2,113.6,126.3,125.1,113.4,96.3,78.12,61.47,47.63,37.02,29.72,26.16,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.2,453009.9,-5.2,86.56,102.6,124.5,130.8,122.2,105.2,85.77,67.39,51.91,39.95,31.57,26.82,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108917.9,453010.9,-5.25,82.42,109.8,129.1,131.2,120.1,102.3,82.94,65.11,50.26,38.87,30.91,26.59,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108917.9,453011.9,-5.24,79.26,104.4,126.1,131.1,121.8,104.5,85,66.71,51.37,39.5,31.04,25.72,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108917.9,453012.9,-5.26,79.47,106.8,126.9,130.7,120.8,103.5,84.07,65.94,50.72,38.89,30.3,25.01,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918,453013.9,-5.25,76.39,100.5,122.7,130.1,122.6,106.1,86.5,67.8,51.92,39.43,30.13,23.61,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.2,453014.8,-5.22,77.11,96.36,119,129.4,124.2,108.6,88.96,69.69,53.11,39.97,30.02,22.05,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.4,453015.8,-5.24,81.29,101,122.2,129.8,122.8,106.5,86.86,67.9,51.66,38.76,28.93,21.74,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.6,453016.8,-5.29,81.68,105,124.2,128.6,119.6,102.7,83.35,65.01,49.4,37,27.56,20.84,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.7,453017.8,-5.3,79.93,102.9,122.5,127.3,118.5,101.8,82.67,64.44,48.87,36.46,27.01,20.26,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.8,453018.8,-5.32,79.66,104.1,122.7,126.2,116.7,99.98,81,63.05,47.72,35.5,26.15,19.28,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.8,453019.8,-5.29,76,97.32,119.4,127,119.9,103.9,84.6,65.87,49.71,36.76,26.86,19.01,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.7,453020.8,-5.31,76.12,100.5,121.2,126.9,118.8,102.5,83.38,64.89,48.95,36.18,26.46,19.3,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.6,453021.8,-5.31,76.37,98.88,119.6,126.1,118.7,102.9,83.93,65.41,49.33,36.44,26.69,19.7,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.5,453022.8,-5.33,77.97,102.6,121.8,126.3,117.9,101.8,82.94,64.62,48.74,36.02,26.47,20.17,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.3,453023.8,-5.31,75.45,97.75,119.1,126.3,119.7,104.5,85.62,66.88,50.42,37.14,27.15,20.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108918.1,453024.7,-5.33,75.56,100,119.5,124.9,117.7,102.6,84.1,65.72,49.54,36.48,26.6,19.74,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108917.8,453025.7,-5.33,78.53,99.72,118,123.6,117.1,102.7,84.57,66.23,49.92,36.69,26.58,19.31,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108917.5,453026.6,-5.31,79.14,95.64,115.2,123.7,119.5,106.5,88.64,69.73,52.54,38.47,27.69,19.04,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108917.2,453027.6,-5.33,83.83,102.4,119.6,124.7,119,105.6,87.86,69.03,52,38.13,27.54,20.38,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108916.8,453028.5,-5.37,88.03,109.6,122.2,124.1,117.2,103.8,86.14,67.45,50.75,37.29,27.12,20.96,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108916.5,453029.4,-5.33,80.18,101.3,116.3,122.5,119.6,109.6,93.05,73.41,55.16,40.34,29.15,20.83,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108916.1,453030.4,-5.32,79.3,99.99,111.6,118.1,117.3,110,94.76,75.03,56.36,41.23,29.81,21.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108915.8,453031.3,-5.33,78.47,100.1,104.6,112.5,114.1,110.2,96.21,76,56.93,41.69,30.25,21.53,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108915.5,453032.3,-5.55,91.41,105.3,106.9,113.6,111.6,98.03,79.35,61.58,46.44,34.71,26.09,22.89,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108915.3,453033.3,-5.7,97.44,104,115.8,113.7,100.9,84.22,67.06,51.91,39.77,30.69,25.57,25.43,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108915,453034.2,-5.83,96.47,113.5,118.5,110,94.71,77.54,61.39,47.79,37.2,29.85,26.11,26.95,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.8,453035.2,-5.82,93.35,111.4,119.1,112.2,97.03,79.39,62.74,48.75,37.97,30.52,26.44,25.5,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.7,453036.2,-5.8,94.96,111.8,120.3,114.1,98.86,80.79,63.68,49.34,38.34,30.77,26.4,24.23,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.6,453037.2,-5.78,96.21,112,120.3,114.5,99.48,81.31,64.03,49.5,38.37,30.68,26.18,23.74,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.5,453038.2,-5.75,96.6,111.3,119,113.6,98.86,80.93,63.74,49.22,38.03,30.24,25.71,23.75,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.4,453039.2,-5.74,96.72,109.3,115.8,110.4,96.29,79.01,62.3,48.06,36.98,29.16,24.7,22.99,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.3,453040.2,-5.74,99.33,108.1,112.2,106.4,92.87,76.41,60.37,46.56,35.66,27.78,23.32,22.61,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.3,453041.2,-5.62,98.45,104.3,107.7,103.6,91.28,75.73,60.06,46.24,35.13,26.67,21.27,21.69,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.3,453042.2,-5.33,79.46,85.13,91.97,98.68,100.7,93.76,78.86,61.23,45.26,32.77,23.95,18.16,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.2,453043.2,-5.31,78.04,83.3,89.63,94.23,94.11,86.69,73,56.99,42.3,30.58,21.99,15.8,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.2,453044.2,-5.29,75.12,79.64,86.3,90.13,88.79,81.06,68.18,53.41,39.76,28.71,20.4,14.03,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.2,453045.2,-5.32,71.42,79.25,85.55,87.01,82.77,73.27,60.45,46.99,34.98,25.31,17.94,12.55,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914.1,453046.2,-5.31,66.28,75.12,82.67,84.42,79.89,70.3,57.83,44.94,33.46,24.2,17.1,11.63,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914,453047.2,-5.35,69.34,78.72,84.01,82.64,75.6,64.8,52.43,40.45,30.11,21.85,15.53,11.23,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108914,453048.2,-5.31,71.52,78.39,84.6,83.66,76.46,65.35,52.73,40.59,30.16,21.88,15.59,10.86,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913.9,453049.2,-5.3,74.88,81.4,86.06,83.9,75.7,64,51.25,39.29,29.18,21.22,15.23,10.71,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913.8,453050.2,-5.31,78.5,84.65,87.26,83.11,73.59,61.36,48.71,37.2,27.64,20.21,14.7,10.8,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913.7,453051.1,-5.29,79.77,85.28,87.7,83.28,73.36,60.82,48.05,36.59,27.17,19.92,14.63,10.76,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913.6,453052.1,-5.33,83.29,88.01,87.26,80.09,68.83,56.15,43.99,33.43,24.92,18.46,13.84,10.98,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913.4,453053.1,-5.38,86.71,88.9,85.02,75.85,63.94,51.56,40.17,30.53,22.88,17.15,13.17,11.26,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913.2,453054.1,-5.36,86.64,87.42,83.58,74.54,62.73,50.44,39.19,29.72,22.25,16.68,12.83,10.68,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108913,453055.1,-5.37,84.55,84.24,79.08,69.62,58.1,46.5,36.06,27.37,20.56,15.51,12.01,10.15,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108912.8,453056,-5.36,79.8,79.84,75.13,66.24,55.29,44.21,34.24,25.95,19.47,14.66,11.28,9.12,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108912.5,453057,-5.34,75.13,75.88,72.04,63.87,53.43,42.71,33.02,24.97,18.68,14,10.66,8.21,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108912.2,453058,-5.35,73.02,72.86,68.11,59.69,49.57,39.48,30.49,23.07,17.3,13,9.89,7.9,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108911.9,453058.9,-5.3,70.08,71.64,68.67,61.23,51.29,40.92,31.51,23.69,17.61,13.08,9.82,7.39,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108911.6,453059.9,-5.31,69.31,69.54,65.61,57.9,48.22,38.36,29.51,22.2,16.52,12.29,9.23,7.11,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108911.3,453060.8,-5.29,67.42,67.66,63.96,56.54,47.12,37.47,28.78,21.6,16.02,11.88,8.88,6.61,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108911.1,453061.8,-5.28,67.15,66.72,62.67,55.19,45.88,36.43,27.94,20.94,15.51,11.49,8.6,6.48,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108911,453062.8,-5.27,67.47,66.38,61.86,54.19,44.92,35.6,27.26,20.4,15.09,11.17,8.38,6.44,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.8,453063.8,-5.26,67.34,65.87,60.97,53.18,43.95,34.76,26.58,19.86,14.67,10.84,8.14,6.29,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.7,453064.8,-5.25,66.28,64.83,59.84,52.07,42.99,33.97,25.96,19.37,14.28,10.54,7.92,6.23,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.6,453065.8,-5.23,63.68,63.03,58.57,51.2,42.4,33.56,25.64,19.12,14.06,10.33,7.72,6.13,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.5,453066.8,-5.21,60.25,60.26,56.62,49.89,41.52,32.95,25.2,18.76,13.76,10.06,7.45,5.79,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.4,453067.8,-5.21,57.53,57.27,53.58,47.1,39.15,31.06,23.76,17.7,12.98,9.47,6.98,5.39,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.3,453068.8,-5.18,54.48,55.71,53.2,47.47,39.82,31.71,24.25,18.01,13.12,9.48,6.87,4.96,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.3,453069.8,-5.15,52.31,53.8,52.1,46.96,39.64,31.67,24.24,17.98,13.07,9.4,6.74,4.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.2,453070.8,-5.16,50.26,51.71,50.31,45.52,38.51,30.81,23.6,17.51,12.72,9.13,6.51,4.63,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.2,453071.8,-5.17,48.94,50.55,49.34,44.7,37.82,30.23,23.13,17.15,12.44,8.91,6.32,4.36,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.1,453072.7,-5.17,50.64,51.89,49.75,44.4,37.14,29.48,22.46,16.63,12.07,8.65,6.14,4.28,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910,453073.7,-5.2,54.29,54.36,51.01,44.74,36.97,29.11,22.09,16.33,11.86,8.53,6.1,4.38,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108909.9,453074.7,-5.21,57.54,56.69,52.58,45.65,37.42,29.32,22.19,16.4,11.93,8.61,6.21,4.69,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108909.7,453075.7,-5.19,60.9,59.86,55.74,48.4,39.58,30.9,23.3,17.17,12.47,8.99,6.47,4.81,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108909.5,453076.7,-5.18,63.19,62.67,58.35,50.5,41.1,31.92,23.97,17.6,12.76,9.21,6.61,4.59,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108909.2,453077.6,-5.19,66.89,66.28,60.92,52,41.86,32.27,24.13,17.69,12.85,9.31,6.71,4.47,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108908.9,453078.6,-5.19,72,71.58,65.23,55.08,43.96,33.7,25.12,18.42,13.42,9.8,7.2,5.09,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108908.8,453079.6,-5.22,79.32,77.54,68.51,56.57,44.56,33.96,25.32,18.66,13.72,10.18,7.74,6.33,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108909.2,453080.5,-5.25,87.77,82.67,71.08,57.69,45.02,34.22,25.57,18.97,14.11,10.66,8.43,8.07,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108909.8,453081.2,-5.27,91.57,84.03,71.2,57.24,44.44,33.71,25.22,18.77,14.06,10.77,8.75,8.4,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
108910.6,453081.8,-5.26,92.32,84.85,72.02,57.86,44.83,33.93,25.34,18.84,14.11,10.84,8.82,8.08,0,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,0.1,0.21,0.34,0.47,0.63,0.8,0.99,1.2,1.44,1.71,2,3
